BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
862999422RR0001,BRITISH COLUMBIA SEARCH AND RESCUE ASSOCIATION,Registered,Charity,2003-11-29,,1,Other purposes beneficial to the community,120,219 - 3551 UPTOWN BLVD,VICTORIA,BC,CA,V8Z0B9
871737961RR0001,BRITISH COLUMBIA SOCIETY FOR MALE SURVIVORS OF SEXUAL ABUSE,Registered,Charity,1997-05-27,,1,Other purposes beneficial to the community,160,3126 BROADWAY W,VANCOUVER,BC,CA,V6K2H3
118819036RR0001,BRITISH COLUMBIA SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,Registered,Charity,1967-01-01,,1,Other purposes beneficial to the community,180,1245 7TH AVE E,VANCOUVER,BC,CA,V5T1R1
891470395RR0001,BRITISH COLUMBIA SOCIETY OF TAPESTRY ARTISTS,Registered,Charity,1995-07-01,,1,Other purposes beneficial to the community,190,1610 JOHNSTON STREET,VANCOUVER,BC,CA,V6H3S2
126784420RR0001,BRITISH COLUMBIA SPORTS HALL OF FAME & MUSEUM,Registered,Charity,1970-01-01,,1,Other purposes beneficial to the community,200,777 PACIFIC BLVD S,VANCOUVER,BC,CA,V6B4Y8
886467471RR0001,BRITISH COLUMBIA SPORTS HALL OF FAME AND MUSEUM FOUNDATION,Registered,Charity,1997-06-13,,2,Other purposes beneficial to the community,210,777 PACIFIC BOULEVARD SOUTH,VANCOUVER,BC,CA,V6B4Y8
882101009RR0001,BRITISH COLUMBIA STANDARDBRED HORSE ADOPTION SOCIETY,Registered,Charity,2003-09-16,,1,Other purposes beneficial to the community,180,43-8737 212TH ST,LANGLEY,BC,CA,V1M2C8
106779184RR0001,BRITISH COLUMBIA SYNOD OF THE EVANGELICAL LUTHERAN CHURCH IN CANADA,Registered,Charity,1989-01-01,,1,Advancement of Religion,30,80 TENTH AVE E,NEW WESTMINSTER,BC,CA,V3L4R5
888422193RR0001,BRITISH COLUMBIA TECHNOLOGY FOR LEARNING SOCIETY,Registered,Charity,1995-09-14,,1,Advancement of Education,11,#206-6741 CARIBOO RD.,BURNABY,BC,CA,V3N4A3
106812233RR0001,BRITISH COLUMBIA TOURING COUNCIL,Registered,Charity,1989-03-04,,1,Other purposes beneficial to the community,190,PO BOX 547,NELSON,BC,CA,V1L5R3
891097396RR0001,BRITISH COLUMBIA VAN ISLE C F O,Registered,Charity,1989-04-01,,1,Advancement of Religion,70,4595 BERBERS DR,BOWSER,BC,CA,V0R1G0
118819168RR0001,BRITISH COLUMBIA WATERFOWL SOCIETY,Registered,Charity,1967-01-01,,1,Other purposes beneficial to the community,180,5191 ROBERTSON RD,DELTA,BC,CA,V4K3N2
880760285RR0001,BRITISH COLUMBIA/YUKON COMMAND OF THE ROYAL CANADIAN LEGION FOUNDATION,Registered,Charity,1997-07-04,,2,Other purposes beneficial to the community,210,101-17618 58 AVE,SURREY,BC,CA,V3S1L3
118852433RR0001,BRITISH COLUMBIA'S CHILDREN'S HOSPITAL FOUNDATION,Registered,Charity,1967-01-01,,2,Other purposes beneficial to the community,210,938 28TH AVE W,VANCOUVER,BC,CA,V5Z4H4
865866867RR0001,BROAD VIEW UNITED FOUNDATION,Registered,Charity,2002-05-07,,2,Advancement of Religion,90,2625 ARBUTUS ROAD,VICTORIA,BC,CA,V8N1W4
886871037RR0001,BROADMEAD CARE FOUNDATION OF BC,Registered,Charity,1997-07-25,,1,Other purposes beneficial to the community,110,4579 CHATTERTON WAY,VICTORIA,BC,CA,V8X4Y7
129290383RR0001,BROADMEAD CARE SOCIETY,Registered,Charity,1989-04-03,,1,Other purposes beneficial to the community,100,4579 CHATTERTON WAY,VICTORIA,BC,CA,V8X4Y7
129349858RR0001,BROADMOOR BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,8140 SAUNDERS ROAD,RICHMOND,BC,CA,V7A2A5
106812597RR0001,BROADVIEW EVANGELICAL FREE CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,350-30TH ST NE,SALMON ARM,BC,CA,V1E1J2
869296327RR0001,BROADWAY COMMUNITY OF HOPE SOCIETY,Registered,Charity,1999-10-01,,1,Relief of Poverty,1,535 EAST BROADWAY,VANCOUVER,BC,CA,V5T1X4
865090237RR0001,BROADWAY MENNONITE BRETHREN CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,46611 MAPLE AVENUE,CHILLIWACK,BC,CA,V2P2K3
118819366RR0001,BROADWAY PENTECOSTAL BENEVOLENT ASSOCIATION OF BRITISH COLUMBIA,Registered,Charity,1976-01-05,,1,Relief of Poverty,1,2700 EAST BROADWAY,VANCOUVER,BC,CA,V5M1Y8
118819374RR0001,BROADWAY PENTECOSTAL CARE ASSOCIATION,Registered,Charity,1981-04-01,,1,Other purposes beneficial to the community,100,1377 LAMEYS MILL ROAD,VANCOUVER,BC,CA,V6H3S9
106812811RR0001,BROADWAY PENTECOSTAL CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,2700 EAST  BROADWAY,VANCOUVER,BC,CA,V5M1Y8
106812936RR0001,BROCK HOUSE SOCIETY,Registered,Charity,1975-04-18,,1,Other purposes beneficial to the community,200,3875 POINT GREY RD,VANCOUVER,BC,CA,V6R1B3
864336342RR0001,BROCKTON PREPARATORY SCHOOL SOCIETY,Registered,Charity,2005-07-06,,1,Advancement of Education,10,3467 DUVAL RD,NORTH VANCOUVER,BC,CA,V7J3E8
869880559RR0001,BROOKE AND TRACEY WADE FOUNDATION,Registered,Charity,1999-01-19,,3,Other purposes beneficial to the community,210,SUITE 500-1195 WEST BROADWAY,VANCOUVER,BC,CA,V6H3X5
118820109RR0001,BROOKSIDE SENIOR CITIZENS HOUSING SOCIETY,Registered,Charity,1978-01-01,,1,Relief of Poverty,1,1212 MOUNTAINVIEW STREET,KELOWNA,BC,CA,V1Y4N1
106783483RR0001,BROOKSWOOD BAPTIST CHURCH,Registered,Charity,1974-06-28,,1,Advancement of Religion,30,20581 36TH AVE,LANGLEY,BC,CA,V3A4Y3
118820174RR0001,BROOKSWOOD SENIOR CITIZENS,Registered,Charity,1982-01-01,,1,Other purposes beneficial to the community,200,19899 36 AVE,LANGLEY,BC,CA,V3A2R3
121284665RR0001,BRUCE DENNISTON BONE MARROW SOCIETY,Registered,Charity,1989-01-01,,1,Other purposes beneficial to the community,210,P O BOX 157,POWELL RIVER,BC,CA,V8A4Z6
867003857RR0001,BRUNSTAD CHRISTIAN CHURCH VANCOUVER,Registered,Charity,1999-01-15,,1,Advancement of Religion,30,6 - 8465 HARVARD PL,CHILLIWACK,BC,CA,V2P7Z5
802797100RR0001,BSF International (Canada) Limited,Registered,Charity,2012-09-10,,1,Advancement of Religion,70,107 MAPLE DRIVE,PORT MOODY,BC,CA,V3H0A7
890072267RR0001,BUDDHA'S LIGHT INTERNATIONAL ASSOCIATION - VANCOUVER,Registered,Charity,1994-06-30,,1,Advancement of Religion,60,6680-8181 CAMBIE RD,RICHMOND,BC,CA,V6X3X9
892342775RR0001,BUDDHIST VIHARA SOCIETY IN B.C.,Registered,Charity,1990-04-01,,1,Advancement of Religion,60,18941-80 AVE,SURREY,BC,CA,V4N4J1
106817430RR0001,BUICK GOSPEL MISSION,Registered,Charity,1976-10-29,,1,Advancement of Religion,30,BOX 2933,BUICK,BC,CA,V0C2R0
866662448RR0001,BUILDERS WITHOUT BORDERS FOUNDATION/FONDATION BATISSEURS SANS FRONTIERES,Registered,Charity,2000-05-26,,1,Relief of Poverty,1,1000 - 355 BURRARD ST,VANCOUVER,BC,CA,V6C2G8
832447254RR0001,BUILDING BENEVOLENCE IN A COVID WORLD FOUNDATION,Registered,Charity,2009-12-09,,2,Other purposes beneficial to the community,210,125A - 1030 DENMAN ST,VANCOUVER,BC,CA,V6G2M6
865951412RR0001,BUKAS LOOB SA DIYOS COVENANT COMMUNITY VANCOUVER DISTRICT SOciety,Registered,Charity,2001-08-21,,1,Advancement of Religion,30,15442 98 AVE,SURREY,BC,CA,V3R7G4
126171123RR0001,BULGARIAN HOME SOCIETY OF BRITISH COLUMBIA CANADA,Registered,Charity,2000-08-01,,1,Relief of Poverty,1,354 MARMONT ST,COQUITLAM,BC,CA,V3K4R8
118820901RR0001,BULKLEY SENIOR CITIZENS HOUSING SOCIETY,Registered,Charity,1984-01-01,,1,Relief of Poverty,1,PO BOX 3362,SMITHERS,BC,CA,V0J2N0
861610483RR0001,BULKLEY VALLEY CENTRE FOR NATURAL RESOURCES RESEARCH AND MANAGEMENT,Registered,Charity,2002-11-18,,1,Other purposes beneficial to the community,120,BOX 4274,SMITHERS,BC,CA,V0J2N0
130533334RR0001,BULKLEY VALLEY CHRISTIAN SCHOOL SOCIETY,Registered,Charity,1967-01-01,,1,Advancement of Education,10,PO BOX 3635,SMITHERS,BC,CA,V0J2N0
135901437RR0001,BULKLEY VALLEY CHRISTIAN SENIORS' CARE SOCIETY,Registered,Charity,1993-03-26,,1,Relief of Poverty,1,BOX 5054,SMITHERS,BC,CA,V0J2N0
887218014RR0001,BULKLEY VALLEY COMMUNITY ARTS COUNCIL,Registered,Charity,2002-05-09,,1,Advancement of Education,12,BOX 3971,SMITHERS,BC,CA,V0J2N0
132091125RR0001,BULKLEY VALLEY COMMUNITY FOUNDATION,Registered,Charity,1991-12-16,,2,Advancement of Education,15,PO BOX 4584,SMITHERS,BC,CA,V0J2N0
871966412RR0001,BULKLEY VALLEY GENEALOGICAL SOCIETY,Registered,Charity,2001-01-01,,1,Other purposes beneficial to the community,200,P.O.BOX 3986,SMITHERS,BC,CA,V0J2N0
118820950RR0001,BULKLEY VALLEY HISTORICAL & MUSEUM SOCIETY,Registered,Charity,1987-11-01,,1,Other purposes beneficial to the community,200,PO BOX 2615,SMITHERS,BC,CA,V0J2N0
133780361RR0001,BULKLEY VALLEY HOSPICE SOCIETY,Registered,Charity,1992-08-01,,1,Other purposes beneficial to the community,100,BOX 8,SMITHERS,BC,CA,V0J2N0
891042947RR0001,BULKLEY VALLEY SEARCH & RESCUE SOCIETY,Registered,Charity,1995-01-01,,1,Other purposes beneficial to the community,160,PO BOX 159,SMITHERS,BC,CA,V0J2N0
769355132RR0001,BULKLEY VALLEY YOUTH SPORT FOUNDATION,Registered,Charity,2020-11-30,,1,Other purposes beneficial to the community,160,PO BOX 2680,SMITHERS,BC,CA,V0J2N0
873847966RR0001,BURKE MOUNTAIN NATURALISTS (B.M.N.) SOCIETY,Registered,Charity,1997-07-30,,1,Other purposes beneficial to the community,170,PO BOX 52540 RPO COQUITLAM,COQUITLAM,BC,CA,V3B7J4
118821487RR0001,BURNABY APOSTOLIC CHRISTIAN CHURCH,Registered,Charity,1972-11-29,,1,Advancement of Religion,30,316 7TH STREET,NEW WESTMINSTER,BC,CA,V3M3K7
106819105RR0001,BURNABY ARTS COUNCIL,Registered,Charity,1973-07-30,,1,Advancement of Education,15,6584 DEER LAKE AVENUE,BURNABY,BC,CA,V5G3T7
106819154RR0001,BURNABY ASSOCIATION FOR COMMUNITY INCLUSION,Registered,Charity,1967-01-01,,1,Other purposes beneficial to the community,100,130 - 4946 CANADA WAY,BURNABY,BC,CA,V5G4H7
863277448RR0001,BURNABY BIBLE HOUR SOCIETY,Registered,Charity,2002-08-09,,1,Advancement of Religion,30,200-3777 MARINE WAY,BURNABY,BC,CA,V5J5A7
899271076RR0001,BURNABY CHILDREN'S CENTRES SOCIETY,Registered,Charity,2004-10-07,,1,Other purposes beneficial to the community,160,7500 HANNA CRT,BURNABY,BC,CA,V3N5A3
138158761RR0001,BURNABY CHINESE EVANGELICAL FREE CHURCH,Registered,Charity,1992-03-17,,1,Advancement of Religion,30,6112 RUMBLE ST,BURNABY,BC,CA,V5J2C7
118855204RR0001,BURNABY CHRIST CHURCH OF CHINA,Registered,Charity,1995-03-17,,1,Advancement of Religion,30,6580 THOMAS  STREET,BURNABY,BC,CA,V5B4P9
106819196RR0001,BURNABY CHRISTIAN PENTECOSTAL CHURCH,Registered,Charity,1987-06-07,,1,Advancement of Religion,30,5209 EAST HASTINGS ST,BURNABY,BC,CA,V5B1P9
118821628RR0001,BURNABY COMMUNITY SERVICES SOCIETY,Registered,Charity,1980-01-01,,1,Other purposes beneficial to the community,160,2055 ROSSER AVENUE,BURNABY,BC,CA,V5C0H1
118821578RR0001,BURNABY FAMILY LIFE INSTITUTE,Registered,Charity,1973-11-29,,1,Other purposes beneficial to the community,160,102-2101 HOLDOM AVE.,BURNABY,BC,CA,V5B0A4
141156422RR0001,BURNABY FAMILY PLACE SOCIETY,Registered,Charity,1993-09-01,,1,Relief of Poverty,1,410 CLARE AVE,BURNABY,BC,CA,V5B4L4
126682913RR0001,BURNABY FELLOWSHIP CENTRE SOCIETY,Registered,Charity,1992-11-01,,1,Other purposes beneficial to the community,100,153 - 4664 LOUGHEED HWY,BURNABY,BC,CA,V5C5T5
892341561RR0001,BURNABY FIRE FIGHTERS CHARITABLE SOCIETY,Registered,Charity,1990-07-30,,2,Other purposes beneficial to the community,210,506 - 5050 KINGSWAY,BURNABY,BC,CA,V5H4C2
131125775RR0001,BURNABY FRENCH LANGUAGE PLAYSCHOOL SOCIETY,Registered,Charity,1988-07-01,,1,Advancement of Education,10,P.O. BOX 72032 OLD ORCHARD,BURNABY,BC,CA,V5H4P9
129481388RR0001,BURNABY HOSPICE SOCIETY,Registered,Charity,1989-03-04,,1,Other purposes beneficial to the community,100,6855 KINGSWAY,BURNABY,BC,CA,V5E1E4
106819295RR0001,BURNABY HOSPITAL FOUNDATION,Registered,Charity,1982-04-01,,2,Other purposes beneficial to the community,210,3935 KINCAID STREET,BURNABY,BC,CA,V5G2X6
132255324RR0001,BURNABY LAKEVIEW PRESCHOOL ASSOCIATION,Registered,Charity,1989-08-01,,1,Advancement of Education,10,7777 MAYFIELD ST,BURNABY,BC,CA,V5E2J5
123042723RR0001,BURNABY LOUGHEED LIONS HOUSING SOCIETY,Registered,Charity,1990-07-01,,1,Relief of Poverty,1,2750 RUPERT ST,VANCOUVER,BC,CA,V5M3T7
119062222RR0001,BURNABY LYRIC OPERA SOCIETY,Registered,Charity,1984-11-01,,1,Other purposes beneficial to the community,190,401 - 1275 15TH AVE W,VANCOUVER,BC,CA,V6H1R9
106819345RR0001,BURNABY MEALS ON WHEELS SOCIETY,Registered,Charity,1993-04-26,,1,Relief of Poverty,1,2055 ROSSER AVENUE,BURNABY,BC,CA,V5C0H1
118821636RR0001,BURNABY NORTH BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,3977 ALBERT STREET,N BURNABY,BC,CA,V5C2E2
869116525RR0001,BURNABY PACIFIC GRACE CHURCH,Registered,Charity,1990-09-01,,1,Advancement of Religion,30,3883 TRIUMPH ST,BURNABY,BC,CA,V5C1Y6
118821644RR0001,BURNABY PHOTOGRAPHIC SOCIETY,Registered,Charity,1987-07-01,,1,Other purposes beneficial to the community,190,PO BOX 72074 OLD ORCHARD,BURNABY,BC,CA,V5H4P9
118821651RR0001,BURNABY PRO LIFE SOCIETY,Registered,Charity,1980-11-20,,1,Relief of Poverty,1,6610 BALMORAL ST,BURNABY,BC,CA,V5E1J1
888022241RR0001,BURNABY PUBLIC LIBRARY,Registered,Charity,1985-01-01,,1,Other purposes beneficial to the community,200,6100 WILLINGDON AVE,BURNABY,BC,CA,V5H4N5
890865645RR0001,BURNABY RETIRED TEACHERS' SCHOLARSHIP AND BURSARY FOUNDATION,Registered,Charity,1994-01-18,,1,Advancement of Education,11,4054 NORFOLK ST,BURNABY,BC,CA,V5G0C3
130651268RR0001,BURNABY SENIORS OUTREACH SERVICES SOCIETY,Registered,Charity,1987-07-01,,1,Relief of Poverty,1,5 - 2055 ROSSER AVE,BURNABY,BC,CA,V5C0H1
118818491RR0068,BURNABY SEVENTH-DAY ADVENTIST FELLOWSHIP CHURCH,Registered,Charity,1997-07-22,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
875960619RR0001,BURNABY SPORTS HALL OF FAME,Registered,Charity,2001-04-18,,1,Other purposes beneficial to the community,200,300 - 1060 AUSTIN AVE,COQUITLAM,BC,CA,V3K3P3
131450413RR0001,BURNABY VOLUNTEER CENTRE SOCIETY,Registered,Charity,1988-03-04,,1,Relief of Poverty,1,203-2101 HOLDOM AVE,BURNABY,BC,CA,V5B0A4
106819477RR0001,BURNETT FELLOWSHIP BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,20639 123RD AVENUE,MAPLE RIDGE,BC,CA,V2X4B1
864565841RR0001,BURNS BOG CONSERVATION FOUNDATION,Registered,Charity,2003-04-01,,1,Other purposes beneficial to the community,170,4-7953 120 ST,DELTA,BC,CA,V4C6P6
129166682RR0001,BURNS BOG CONSERVATION SOCIETY,Registered,Charity,1994-01-01,,1,Other purposes beneficial to the community,200,PO BOX 71040 RPO NEW,DELTA,BC,CA,V4C8E7
891278335RR0001,BURNS LAKE & DISTRICT HEALTH-CARE AUXILIARY,Registered,Charity,1996-01-22,,1,Other purposes beneficial to the community,110,PO BOX 597,BURNS LAKE,BC,CA,V0J1E0
107387078RR0001,BURNS LAKE CHRISTIAN SUPPORTIVE SOCIETY,Registered,Charity,1984-04-01,,1,Relief of Poverty,1,BOX 1142,BURNS LAKE,BC,CA,V0J1E0
863674370RR0001,BURNS LAKE COMMUNITY CHURCH,Registered,Charity,2005-01-01,,1,Advancement of Religion,30,530 KERR RD,BURNS LAKE,BC,CA,V0J1E3
106819691RR0001,BURNS LAKE PUBLIC LIBRARY ASSOCIATION,Registered,Charity,1975-01-01,,1,Other purposes beneficial to the community,200,BOX 449,BURNS LAKE,BC,CA,V0J1E0
135126464RR0001,BURNS LAKE VINEYARD CHRISTIAN FELLOWSHIP,Registered,Charity,1991-08-13,,1,Advancement of Religion,70,P.O. BOX 1121,BURNS LAKE,BC,CA,V0J1E0
135261972RR0001,BURNSIDE GORGE COMMUNITY ASSOCIATION,Registered,Charity,1996-09-01,,1,Other purposes beneficial to the community,200,471 CECELIA RD,VICTORIA,BC,CA,V8T4T4
886990597RR0001,BURQUEST JEWISH COMMUNITY ASSOCIATION,Registered,Charity,1983-01-01,,1,Other purposes beneficial to the community,160,2860 DEWDNEY TRUNK RD,COQUITLAM,BC,CA,V3C2H9
106819873RR0001,BURQUITLAM SENIOR HOUSING SOCIETY,Registered,Charity,1996-01-01,,1,Relief of Poverty,1,560 AUSTIN AVE,COQUITLAM,BC,CA,V3K3M9
865406177RR0001,BURROWING OWL CONSERVATION SOCIETY OF B.C.,Registered,Charity,2001-01-01,,1,Other purposes beneficial to the community,180,118 - 119 22ND ST W,NORTH VANCOUVER,BC,CA,V7M0B4
106820046RR0001,BURTON COMMUNITY ASSOCIATION,Registered,Charity,1989-11-25,,1,Other purposes beneficial to the community,200,PO BOX 83,BURTON,BC,CA,V0G1E0
869566448RR0001,BUSINESS MEN'S FELLOWSHIP IN CANADA (B M F ),Registered,Charity,1998-01-21,,1,Advancement of Religion,70,202A-735 COOK ROAD,KELOWNA,BC,CA,V1W3G6
891412686RR0001,BUTTERLEY FAMILY FOUNDATION INC,Registered,Charity,1987-12-10,,3,Other purposes beneficial to the community,210,200-15300 CROYDON DRIVE,SURREY,BC,CA,V3S0Z5
825764475RR0001,BVLD AIRSHED MANAGEMENT SOCIETY,Registered,Charity,2006-07-05,,1,Other purposes beneficial to the community,170,3726 ALFRED AVENUE BAG 5000,SMITHERS,BC,CA,V0J2N0
888674249RR0001,C FAX SANTAS ANONYMOUS SOCIETY,Registered,Charity,1980-12-05,,1,Relief of Poverty,1,1420 BROAD ST,VICTORIA,BC,CA,V8W2B1
136312980RR0001,C O C F COMMUNITY OPTIONS FOR CHILDREN AND FAMILIES SOCIETY,Registered,Charity,1988-06-16,,1,Relief of Poverty,1,1595 BAY ST,VICTORIA,BC,CA,V8R2B5
135709236RR0001,C T RELIGIOUS COMMUNICATION GROUP ASSOCIATION,Registered,Charity,1992-06-30,,1,Advancement of Religion,30,202-402 DUNLEVY AVE,VANCOUVER,BC,CA,V6A3A7
118848985RR0001,C.G. JUNG SOCIETY OF VICTORIA,Registered,Charity,1986-05-01,,1,Advancement of Education,10,2745 FIFTH ST,VICTORIA,BC,CA,V8T4B1
872317169RR0001,C.H.I. - ASSOCIATION FOR CONSERVANCY OF HORNBY ISLAND,Registered,Charity,1997-01-01,,1,Other purposes beneficial to the community,210,PO BOX 55,HORNBY ISLAND,BC,CA,V0R1Z0
890838543RR0001,C.K.Choi Foundation,Registered,Charity,1996-11-04,,1,Other purposes beneficial to the community,210,550-650 41 AVE W NORTH TOWER,VANCOUVER,BC,CA,V5Z2M9
118822055RR0001,C.L. BURTON TRUST - ST. MICHAEL'S COLLEGE,Registered,Charity,1979-01-01,,3,Advancement of Education,15,PO BOX 10085 LCD PACIFIC CENTRE,VANCOUVER,BC,CA,V7Y1B6
118822063RR0001,C.L. BURTON TRUST - UNIVERSITY COLLEGE & E.F. BURTON FELLOWSHIP FUND,Registered,Charity,1979-01-01,,3,Advancement of Education,15,THE CANADA TRUST CO. PO BOX 10085,VANCOUVER,BC,CA,V7Y1B6
898951660RR0001,C.R.R.S. CULTURE REGENERATION RESEARCH SOCIETY,Registered,Charity,1995-05-03,,1,Advancement of Education,11,114B - 8988 FRASERTON CRT,BURNABY,BC,CA,V5J5H8
830359162RR0001,Caledonia Adaptive Snowsports Society,Registered,Charity,2007-06-02,,1,Other purposes beneficial to the community,140,8421 TOOMBS DRIVE,PRINCE GEORGE,BC,CA,V2K5A3
834735276RR0001,Calgary Free Reformed Church,Registered,Charity,2008-01-14,,1,Advancement of Religion,30,202-45970 AIRPORT RD,CHILLIWACK,BC,CA,V2P1A2
824588578RR0001,Calvary Chapel Westshore,Registered,Charity,2014-06-17,,1,Advancement of Religion,30,2789 SOOKE ROAD,VICTORIA,BC,CA,V9B1Y8
801113713RR0001,Calvary Fellowship Victoria,Registered,Charity,2012-01-01,,1,Advancement of Religion,30,560 PRINCE ROBERT DRIVE,VICTORIA,BC,CA,V9B1C8
893206375RR0001,Calvary Worship Centre,Registered,Charity,1994-04-06,,1,Advancement of Religion,30,11125 124TH STREET,SURREY,BC,CA,V3V4V2
865522205RR0001,Calvary's Love Baptist Church,Registered,Charity,2006-03-28,,1,Advancement of Religion,30,322 HOSPITAL ST,NEW WESTMINSTER,BC,CA,V3L3L4
776256547RR0001,Cambia Stella Alliance Society,Registered,Charity,2023-01-01,,1,Other purposes beneficial to the community,160,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
766230288RR0001,"Cambie Congregation of Jehovah's Witnesses, Vancouver, British Columbia",Registered,Charity,1975-01-01,,1,Advancement of Religion,30,1102 - 1468 14TH AVE W,VANCOUVER,BC,CA,V6H0A2
850536129RR0001,Camp Bob,Registered,Charity,2007-08-13,,1,Advancement of Religion,70,7898 ISLAND HWY,BLACK CREEK,BC,CA,V9J1G5
733533715RR0001,Camp Cassidy,Registered,Charity,2019-01-01,,1,Other purposes beneficial to the community,160,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
136897451RR0002,Camp Likely,Registered,Charity,2022-09-20,,1,Advancement of Religion,70,833 WESTERN AVENUE,WILLIAMS LAKE,BC,CA,V2G2J5
782110514RR0001,Campbell River Angel Tree Society,Registered,Charity,2018-07-05,,1,Relief of Poverty,1,399 TWILLINGATE RD,CAMPBELL RIVER,BC,CA,V9W1V3
761086727RR0001,Campbell River Partners for Animal Welfare Society,Registered,Charity,2016-06-13,,1,Other purposes beneficial to the community,180,PO BOX 201,CAMPBELL RIVER,BC,CA,V9W5A7
866611916RR0001,Campbell River Writers' Festival Society,Registered,Charity,2003-01-01,,1,Advancement of Education,12,101 - 808 ISLAND HWY S,CAMPBELL RIVER,BC,CA,V9W1A8
790686612RR0001,Campo Foundation,Registered,Charity,2023-05-01,,3,Other purposes beneficial to the community,210,6011 HASTINGS ST,BURNABY,BC,CA,V5B1R8
843390139RR0001,Canaan Life Spring Baptist Church,Registered,Charity,2013-02-12,,1,Advancement of Religion,30,6807 BURNS ST,BURNABY,BC,CA,V5E1T5
783032519RR0001,Canada Chung Tai Shan Buddhist Foundation,Registered,Charity,2019-01-01,,1,Advancement of Religion,60,1693 DUTHIE AVE,BURNABY,BC,CA,V5A2R7
849836499RR0001,Canada Comforts Society,Registered,Charity,2008-10-08,,1,Relief of Poverty,1,1139 GREENWOOD AVE,ESQUIMALT,BC,CA,V9A5L9
850447517RR0001,Canada District of KMOA Church,Registered,Charity,2010-10-05,,1,Advancement of Religion,30,402 - 130 BREW ST,PORT MOODY,BC,CA,V3H0E3
797190063RR0001,Canada Hong Kong Alliance Association,Registered,Charity,2023-05-17,,1,Other purposes beneficial to the community,160,402 - 703 VIEW STREET,VICTORIA,BC,CA,V8W3Y7
713293926RR0001,Canada International Arts & Music Society,Registered,Charity,2021-08-11,,1,Other purposes beneficial to the community,190,106 - 8889 LAUREL ST,VANCOUVER,BC,CA,V6P3V9
769877523RR0001,Canada Islamic Cultural Society,Registered,Charity,2018-10-11,,1,Advancement of Religion,40,3A-709 TWELFTH ST,NEW WESTMINSTER,BC,CA,V3M4J7
775404692RR0001,Canada Music & Arts Network (CMAN) Society,Registered,Charity,2017-10-23,,1,Advancement of Education,12,2101 FOSTER AVE,COQUITLAM,BC,CA,V3J2N7
814881538RR0001,Canada Scores Vancouver - A Charitable Society,Registered,Charity,2013-06-07,,1,Advancement of Education,11,241 - 4388 STILL CREEK DR,BURNABY,BC,CA,V5C6C6
703050294RR0001,Canada Skateboard,Registered,CAAA,2018-06-26,,,Other purposes beneficial to the community,214,301 - 1665 ELLIS STREET,KELOWNA,BC,CA,V1Y2B3
779837889RR0001,Canada Star Education Society,Registered,Charity,2022-07-01,,1,Advancement of Education,10,11295 MELLIS DR,RICHMOND,BC,CA,V6X1L8
803140615RR0001,Canada West Presbyterian Church,Registered,Charity,2009-04-23,,1,Advancement of Religion,30,301-7080 NO. 3 RD,RICHMOND,BC,CA,V6Y0B5
733177893RR0001,Canada Wild Arts Society,Registered,Charity,2019-11-11,,1,Advancement of Education,12,1818 GRANT STREET,VANCOUVER,BC,CA,V5L2Y8
846416501RR0001,Canada Youth Arts Development Foundation,Registered,Charity,2017-01-22,,1,Advancement of Education,12,7288 ANGUS DR,VANCOUVER,BC,CA,V6P5J7
725521272RR0001,Canadian on Paper Society for Immigrant Physicians Equality,Registered,Charity,2023-01-26,,1,Other purposes beneficial to the community,155,3 - 2773 BARNET HWY,COQUITLAM,BC,CA,V3B1C2
118829019RR0001,Canadian Adaptive Snowsports SPORTS DE GLISSE ADAPTÉS CANADA,Registered,Charity,1979-04-17,,1,Other purposes beneficial to the community,100,1100 - 1200 73RD AVE W,VANCOUVER,BC,CA,V6P6G5
106778723RR0001,Canadian Anti-Racism Education And Research Society,Registered,Charity,2019-05-02,,1,Advancement of Education,13,268 - 4111 HASTINGS ST,BURNABY,BC,CA,V5C6T7
